STEMMERstemmer|list
sangioves|[sangiovese]
diplomat|[diplomatico, diplomaticos]
secretari|[secretaria]
sorpres|[sorpresa, sorpresas, sorpresivo, sorpresivamente, sorpresivas]
caren|[carene]
sellador|[selladores]
carec|[carece, carecen, careces, carecer]
tunecin|[tunecino]
esqueci|[esqueci]
unidad|[unidades]
fondieu|[fondieu]
pintorec|[pintoreco]
costa\x94|[costa\x94]
tempranon|[tempranono]
panzottis|[panzottis]
tempranol|[tempranola]
soslay|[soslaya, soslayar]
couvert|[couvert]
'glamoroso'|['glamoroso']
abaix|[abaixo]
garcon|[garcon]
garcom|[garcom]
agitan|[agitanado]
aquavit|[aquavit]
por\xe7|[por\xe7oes]
totalemnt|[totalemnte]
recomiendari|[recomiendaria]
efficient|[efficient]
mmmmuy|[mmmmuy]
encogi|[encogio]
traeri|[traeria, traerian]
retapiz|[retapizar]
recent|[recent]
orechiett|[orechiette, orechiettes]
renuev|[renueva, renuevan, renueven, renuevo]
umill|[umilla]
huesit|[huesitos, huesito]
convertir|[convertira, convertire, convertiran]
llec|[llecarse]
conocidisim|[conocidisimo]
derrumb|[derrumbaron, derrumba]
perfect|[perfecto, perfecta, perfectamente, perfectos, perfectas, perfectible, perfectibles, perfect]
impresioan|[impresioanante]
llem|[llema]
llen|[lleno, llena, llenas, llenaba, llenan, llenamos, llenarse, llenos, llenando, llenarlas, llenara, llenar, llenaron, llene, llenado, llenarme, llenemos, llenes, llenarlos, llenen, llenaban, llenarnos, llenaran, llenandonos]
lleg|[llegar, llego, llegaron, llega, llegamos, llegan, llegara, llegue, llegado, llegada, llegaba, llegas, llegaban, llegues, llegaste, llegando, lleguen, llege, llegaran, llegarse, lleguemos, llegabas, llegaras, llegados, llegase, llegasen, llegaremos, llegarnos]
deshonest|[deshonestidad, deshonesta]
lemonciell|[lemonciello]
cotidean|[cotideana]
traert|[traerte]
sorpred|[sorpreden]
llev|[llevada, llevo, lleven, lleva, llevar, lleve, llevaran, llevaron, llevarme, llevaba, llevarnos, llevaban, llevase, llevamos, llevarse, llevemos, llevan, llevaste, llevas, llevando, llevado, llevaremos, llevarlo, llevarlos, lleves, llevarla, llevarle, llevandome, llevandolo, llevandola, llevados, llevara, llevarselo, llevabas, llevandose, llevarsela, llevarlas, llevandonos, llevarles]
carat|[carat, carata]
fisonomi|[fisonomia]
sujeri|[sujeria]
nmad|[nmada]
delibery|[delibery]
aborigen|[aborigenes]
nmal|[nmala]
primitivos\xa1\xa1\xa1\xa1\xa1\xa1\xa1\xa1\xa1|[primitivos\xa1\xa1\xa1\xa1\xa1\xa1\xa1\xa1\xa1]
\xbfrecalent|[\xbfrecalentadas]
resultart|[resultarte]
oscurit|[oscurito]
constitu|[constituye, constituyen, constituyeron]
tranquili|[tranquiliad, tranquilio]
panetton|[panettone]
tradional|[tradional]
sorprendent|[sorprendente, sorprendentemente, sorprendentes]
parrillong|[parrillonga]
tranquill|[tranquillo]
augurissimi|[augurissimi]
asegures|[asegurese]
excelelent|[excelelente]
ensue\xf1|[ensue\xf1o, ensue\xf1os]
riquiiisim|[riquiiisimo, riquiiisima]
lemeyum|[lemeyum]
adicioncit|[adicioncitas]
resultari|[resultaria]
amabal|[amabale]
ezquisit|[ezquisito]
heterogene|[heterogeneo, heterogeneos, heterogenea]
churrasqueri|[churrasqueria]
estanteri|[estanterias, estanteria]
srtas|[srtas]
acmpa\xf1|[acmpa\xf1a]
execs|[execso]
qcom|[qcomo]
intermin|[interminables, interminable, interminablemente]
elmoz|[elmozo]
haabi|[haabia]
noooo|[nooooo]
pavlov|[pavlova]
achiqu|[achiquen]
mixtur|[mixtura, mixturas, mixturar]
exedi|[exedio]
sambuc|[sambuca]
lacteosqu|[lacteosque]
yells|[yells]
picanct|[picancte]
aportiniz|[aportinizada]
trocc|[trocca]
terminar|[terminaramos, terminare]
1000000|[1000000]
overpric|[overpriced]
fondeus|[fondeus]
>qu|[>que]
standards|[standards]
despunt|[despuntar, despuntes]
devolv|[devolvieron, devolvimos, devolver, devolverlo, devolvernos, devolviendo, devolverlas, devolverla, devolvido, devolverse, devolverlos, devolves, devolverle]
termino|[terminoo]
precursor|[precursor]
p\xe0rej|[p\xe0reja]
ten\xe8s|[ten\xe8s]
ralla|[rallao]
saborer|[saborerar]
chamaram|[chamaram]
cournichon|[cournichon]
sorprendert|[sorprenderte]
creci|[crecio, crecian]
pense\xb4q|[pense\xb4q]
terminal|[terminal]
descuents|[descuents]
venezuel|[venezuela]
terminan|[terminanos]
carne|[carnee]
precoccion|[precoccion]
terminab|[terminabamos]
isidr|[isidro]
overall|[overall]
terminad|[terminade]
caro=|[caro=]
circunst|[circunstancias, circunstancia]
nootr|[nootros]
caroz|[carozo]
caroy|[caroya]
creat|[create, creates]
artes|[artes]
adem\xf1|[adem\xf1as]
traing|[traingan]
frutal|[frutal, frutales]
traine|[trainee]
caron|[carones]
cream|[cream, creama]
esfuercit|[esfuercito]
carol|[carola]
rally|[rally]
\xbfinvit|[\xbfinvitar]
quirurg|[quirurgica]
regimient|[regimiento]
atined|[atineden]
kokoch|[kokochas]
utltim|[utltimo]
carima\xf1ol|[carima\xf1olas]
volumen|[volumenes]
gloton|[glotones, gloton]
bezug|[bezugo]
biodinam|[biodinamico]
gastonom|[gastonomicos]
fumadors|[fumadors]
adquisit|[adquisitivo]
chinchus|[chinchus]
ecuent|[ecuenta]
elsushi|[elsushi]
standariz|[standarizado]
creem|[creeme]
pecsi|[pecsi]
lkas|[lkas]
ninguem|[ninguem]
mussarel|[mussarela]
constant|[constante, constantemente, constantes, constantamente]
clent|[clente]
sorprenderi|[sorprenderia]
genialll|[genialll]
constanz|[constanza]
interfier|[interfiere]
tealosphy|[tealosphy]
sobresofisticacion|[sobresofisticacion]
p\xe0rec|[p\xe0rece]
imprescind|[imprescindible, imprescindibles]
tranquiil|[tranquiilamente]
qcre|[qcreo]
desconstruccion|[desconstruccion]
carre|[carrea]
hablar|[hablaren]
expectacul|[expectacular, expectaculo]
tortellinis|[tortellinis]
vermut|[vermut]
exent|[exentidades, exento]
frustr|[frustras, frustradas, frustrada, frustrado, frustrados, frustra]
trasmiti|[trasmitian]
pecet|[peceto]
efect|[efectiva, efectivamente, efectivo, efectivas, efecto, efectismos, efectivos, efectos, efectividad]
hablab|[hablabamos]
pecer|[pecera, peceras]
morrron|[morrron]
patriciosss|[patriciosss]
hoyxhoy|[hoyxhoy]
ssimplement|[ssimplemente]
abonab|[abonabamos]
carry|[carry]
copetent|[copetencia]
cumple\xf1er|[cumple\xf1era]
enterior|[enterior]
referent|[referencia, referencias, referente, referentes]
ocasional|[ocasionalmente, ocasional]
m\xc0s|[m\xc0s]
experioent|[experioencia]
resatur|[resaturantes, resaturante]
frigorif|[frigorifico, frigorificos]
amabil|[amabilidad]
desavastec|[desavastecimiento]
bohem|[boheme]
espaial|[espaialidad]
r\xe0pidisim|[r\xe0pidisima]
mprescind|[mprescindible]
proteccion|[proteccion]
depoc|[depocos]
''picar''|[''picar'']
condenz|[condenza]
t\xe8cnic|[t\xe8cnicos]
condens|[condensada, condensa]
depon|[deponerle]
mengan|[mengano]
clean|[cleaned]
permantent|[permantente]
volumin|[voluminoso, voluminosa]
'arabe'|['arabe']
excepsional|[excepsional]
cuadradit|[cuadraditos, cuadradito]
chocolatisim|[chocolatisima, chocolatisimo]
xbox|[xbox]
temparatur|[temparatura]
corococ|[corococo]
estructural|[estructurales]
traign|[traigna]
\xa1nuestr|[\xa1nuestra]
responder|[respondere, respondera]
monoton|[monotona, monotono]
carus|[caruso]
cervi\xf1|[cervi\xf1o]
escasez|[escasez]
escuder|[escudero]
ameniti|[amenities]
bandan|[bandana]
muuuuuuuuuuuy|[muuuuuuuuuuuy]
frapanes|[frapanese]
torti|[torti]
chinchon|[chinchon]
sacadit|[sacadita]
dispar|[disparado, dispararon, disparen, disparadas, dispares, disparidad, disparadores, disparidades, dispare]
campane|[campanea]
riquisimo\xa1\xa1\xa1\xa1\xa1\xa1\xa1\xa1|[riquisimo\xa1\xa1\xa1\xa1\xa1\xa1\xa1\xa1]
reforzari|[reforzaria]
tortu|[tortuosas]
holal|[holala]
encandil|[encandilan, encandilable, encandila]
pecim|[pecimo]
excecelent|[excecelente]
e`pecial|[e`pecial]
pelerm|[pelermo]
pizza+bebida+hel|[pizza+bebida+helado]
disminucion|[disminucion]
p\xebsim|[p\xebsimo]
arrepentidis|[arrepentidisimos]
m\xc4s|[m\xc4s]
poquiiit|[poquiiito]
rpimer|[rpimera]
prepostr|[prepostre]
condicion|[condiciones, condicionado, condicion, condicionan, condiciono, condicionada, condicionados]
strong|[strong, stronger]
aturd|[aturdir, aturde, aturdido, aturden, aturdida, aturdidos, aturda]
invadi|[invadia, invadio, invadian]
hepatoprotector|[hepatoprotector]
\xa1\xa1\xa1exquisita|[\xa1\xa1\xa1exquisitaa]
adher|[adherido, adherida]
adhes|[adhesiva, adhesivo]
acepatb|[acepatban]
m\xc1s|[m\xc1s]
exept|[exepto]
salm\xe3|[salm\xe3o]
bandej|[bandejas, bandeja, bandejan]
cre\xec|[cre\xec]
cremm|[cremme]
salvatori|[salvatori]
seam|[seamos]
nmoz|[nmozo]
sean|[sean]
hungara\x94|[hungara\x94]
depsu|[depsues]
nmos|[nmos]
ningune|[ningunea]
pasion|[pasion, pasiones]
dizend|[dizendo]
parcial|[parcialmente, parcial]
campagnard|[campagnard]
colosal|[colosales, colosal]
relectur|[relectura]
bander|[bandera, banderas]
viscach|[viscacha]
acorde\xf2n|[acorde\xf2n]
gnoqui|[gnoqui]
mammami|[mammamia]
hueon|[hueon]
extremadament|[extremadament]
quemadis|[quemadisimos]
los\xa0|[los\xa0]
quemadit|[quemaditos, quemadita]
infinitooooooo|[infinitoooooooo]
incuestion|[incuestionable]
brindys|[brindys]
sear|[sear]
ivan|[ivan, ivana]
seas|[seas]
\xa1\xa1\xa1fu|[\xa1\xa1\xa1fue]
seat|[seated]
ivas|[ivasivas]
siang|[siang]
desorvit|[desorvitados]
agregab|[agregabamos]
morgan\x85|[morgan\x85]
adocen|[adocenados]
creol|[creole]
agregar|[agregare]
fraccion|[fraccion, fraccionados, fraccionado, fraccionada, fraccionar]
griggi|[griggio]
compit|[compite, compita]
agregal|[agregale]
creoq|[creoq]
valentin|[valentin, valentino, valentine]
compip|[compipas]
mareng|[marengo]
vaiven|[vaivenes]
compil|[compilados]
brill\xf2|[brill\xf2]
espmum|[espmume]
\xa1est|[\xa1estas, \xa1estaba, \xa1esta, \xa1esto]
territory|[territory]
supremit|[supremitas, supremita]
indispens|[indispensable, indispensables]
bandit|[bandita]
\xa1\xa1\xa1di|[\xa1\xa1\xa1di]
territori|[territorio]
crepp|[creppe, creppes]
cocolich|[cocoliche]
sect|[secto, sectoir, secta]
creps|[creps]
fabreg|[fabregas]
huemd|[huemdo]
seem|[seem, seemed]
material|[materiales, material]
baham|[bahamas]
oller|[olleros]
rock's|[rock's]
adict|[adictiva, adictivo, adicto, adictos, adictivos, adicta, adictivas, adictas]
vulev|[vulevo]
discrep\xe2nci|[discrep\xe2ncia]
utiliz|[utilizadas, utilizan, utilizar, utilizamos, utilizados, utiliza, utilizo, utilizando, utilizarlo, utilizado, utilizaron, utilizada, utilizas, utilizarse, utilizaban]
linguin|[linguine]
bombay|[bombay]
stroff|[stroffa]
casac|[casac]
tromp|[trompadas, trompear, trompearlo, trompa]
tranquilisim|[tranquilisimo]
chocotort|[chocotorta]
autenticamnt|[autenticamnte]
utilis|[utilisa]
ives|[ives]
encuantr|[encuantra]
1\xa|[1\xaa]
utilic|[utilice, utilicen, utilices]
explotacion|[explotacion]
karin|[karina]
explanation|[explanation]
huell|[huella]
pecam|[pecam]
tomatill|[tomatillo]
almoraz|[almorazamos, almorazar]
huelg|[huelga]
cresp|[crespo]
porte\xf1abaj|[porte\xf1abajada]
hagais|[hagais]
revanch|[revancha]
tronc|[tronco, troncos]
crest|[cresta]
cuarent|[cuarenta]
deteng|[detengan]
sehr|[sehr]
antendi|[antendio, antendian]
sommeliers|[sommeliers]
australian|[australiano, australianas]
smirnoff|[smirnoff]
constrang|[constrangidos]
condeci|[condecia, condecian]
consideravel|[consideravelmente]
camar\xe3|[camar\xe3o]
pecat|[pecato]
pizerri|[pizerria]
escarol|[escarolas]
osmar|[osmar, osmara]
persic|[persico]
nlug|[nlugar]
tramontan|[tramontana]
tiramizu|[tiramizu]
cabeser|[cabesera]
exepcional|[exepcional]
amable\xb4y|[amable\xb4y]
persig|[persiguen]
fabric|[fabrica, fabricado, fabrican, fabricas]
segu|[seguido, seguida, seguir, seguidas, seguiremos, seguimos, seguidos, seguirles, seguirlos, seguirlo, seguid, seguirla]
estrechez|[estrechez]
seis|[seis]
seit|[seitan]
futur|[futuro, futura, futuros, futuras]
detell|[detelles]
regular|[regulares, regularmente, regularidad]
persit|[persite]
vernan|[vernano]
conjetur|[conjeturar]
casat|[casata, casate]
ri\xf1oncit|[ri\xf1oncitos]
regional|[regional, regionales, regionalismo]
camar\xf5|[camar\xf5es]
kokotx|[kokotxas]
borchet|[borchetas]
aconsej\xf2|[aconsej\xf2]
casal|[casal]
pestilent|[pestilente]
person|[persona, personas, person, personoas, personamente]
\xdaltim|[\xdaltimamente]
esper\xf7|[esper\xf7as]
deficit|[deficit]
gorgonzol|[gorgonzola]
musicial|[musicial]
personalemt|[personalemten]
deficil|[deficil]
trasladart|[trasladarte]
restaruant|[restaruant]
aprovision|[aprovisionamiento, aprovisionarse]
insensibil|[insensibilidad]
compl\xe8tement|[compl\xe8tement]
desasocieg|[desasociego]
cased|[casedo]
nuuestr|[nuuestros]
artaz|[artaza]
procedent|[procedencia]
torin|[torino]
reduciod|[reduciodo]
consolid|[consolidadas, consoliden]
inconform|[inconformidad]
casen|[casenos]
vittel|[vittel]
aconselhou|[aconselhou]
pulperi|[pulperia]
lizzie''s|[lizzie''s]
inoportun|[inoportunos]
aramburu|[aramburu]
tard\xf2|[tard\xf2]
dispus|[dispusieron, dispusimos, dispuse]
disput|[disputa]
2hor|[2horas]
omellett|[omellettes, omellette]
cazuelit|[cazuelitas, cazuelita]
bombob|[bombob]
partitur|[partitura]
secuenci|[secuencia]
serafin|[serafin]
self|[self]
quemadoo|[quemadooo]
quemador|[quemador]
llevaplatismo\x94|[llevaplatismo\x94]
sell|[sellado, sella, sello, sellados, sellada, selladas, sellen]
selk|[selk]
inauguracion|[inauguracion]
selv|[selva]
280gr|[280gr]
muzarelafrit|[muzarelafrita]
torit|[torito]
caser|[casera, caseros, casero, caseras]
compos|[compose]
semi|[semi]
chcil|[chcile]
compot|[compota]
compon|[compone, componiendo, componen]
send|[sendas, sendo, senda]
quemadur|[quemaduras, quemadura]
frutil|[frutilas]
sercici|[sercicio]
sandwch|[sandwch]
callend|[callendo]
casic|[casico]
agradable\x85|[agradable\x85]
se\xd1or|[se\xd1ora, se\xd1or]
bombit|[bombitas]
sent|[sentarse, sentados, sentir, sentamos, sento, sentimos, sentar, sentado, sentarme, sentido, sentidos, sentirse, sentarnos, sente, sentirnos, sentaba, sentaron, sentida, sentase, sentas, sentando, sentada, sentirme, sentadas, sentara, sentirla, sentirlo, sent, sentirle, sentaban, sentaremos, sentarlos, sentandonos]
torel|[torelables]
casin|[casino]
casis|[casis]
tiramisu|[tiramisu]
huesp|[huesped]
privilegiari|[privilegiaria]
casii|[casii]
sens|[sense]
glased|[glasedo]
a\xdan|[a\xdan]
tiramisi|[tiramisi]
riudos|[riudoso]
bogot|[bogota]
camell|[camello]
achiot|[achiote]
fueguin|[fueguino, fueguina]
status|[status]
elegiri|[elegiria, elegiriamos]
asegurar|[asegurare]
asepsi|[asepsia]
anochec|[anochecer]
asegurat|[asegurate]
golubczi|[golubczi]
almedr|[almedras]
bailey|[bailey]
fetuccini|[fetuccini]
simplemet|[simplemete]
comput|[computen, computadora]
trofe|[trofeos]
compus|[compus]
legumbr|[legumbres]
trofi|[trofies]
especctacul|[especctacular]
percapit|[percapita]
acassus|[acassuso]
comprt|[comprtimos]
tramontin|[tramontina]
sepi|[sepias, sepia]
conghiglioni|[conghiglioni]
depas|[depaso]
plegabl|[plegable, plegables]
brighton|[brighton]
pat\xe8|[pat\xe8]
discapcit|[discapcitados]
ollas|[ollas]
infratod|[infratodos]
ppreci|[pprecio]
ivon|[ivon]
bieneven|[bienevenida]
sobremess|[sobremessa]
enclav|[enclavado, enclave, enclavada]
detect|[detecta, detectar, detecte, detectamos]
noquis|[noquis]
capaciod|[capaciodad]
criollit|[criollita]
huerg|[huergo]
cardamomu|[cardamomu]
calderet|[caldereta]
casit|[casita, casitas]
torer|[toreros, torero]
huert|[huerta, huerto]
importaci|[importacia]
sequ|[sequer, sequen, seque]
urumakis|[urumakis]
first|[first]
indiscut|[indiscutido, indiscutible, indiscutiblemente, indiscutida, indiscutibles]
dispon|[disponer, disponibles, dispone, disponen, disponible, disponerse, disponiendo]
feeliz|[feeliz]
zanaure|[zanaurea]
excesivamnent|[excesivamnente]
brod|[brodo]
ganador|[ganadores, ganador, ganadoras]
secretomejor|[secretomejor]
brom|[broma, bromear, bromas, bromeaba, bromeando]
fisic|[fisico, fisicas, fisicamente, fisica]
kochi|[kochi]
bros|[bros]
brot|[brotes, brotar, brotan]
fishy|[fishy]
longitud|[longitud]
escuent|[escuento]
toral|[toralmente]
dionisi|[dionisio]
licenci|[licencia, licencias]
excluyent|[excluyente]
pretencion|[pretenciones, pretencion]
cason|[casona]
lanzamient|[lanzamiento, lanzamientos]
conservari|[conservaria]
\xa1\xa1\xa1un|[\xa1\xa1\xa1una, \xa1\xa1\xa1un]
\xe0rab|[\xe0rabe]
aruin|[aruino]
bairr|[bairro]
bicentenari|[bicentenario]
explicaci|[explicacioes]
nonon|[nonono]
ripieni|[ripieni]
gunk|[gunkan]
brasil|[brasil]
scop|[scopa]
promoci\xf2n|[promoci\xf2n]
ventilation|[ventilation]
scon|[scones, scon]
guns|[guns]
gunt|[gunta]
sebasti|[sebastian]
fasfood|[fasfood]
precisamnet|[precisamnete]
ellos|[ellos]
querandi|[querandi]
catalu\xf1|[catalu\xf1a]
won't|[won't]
epccas|[epccas]
unfortunat|[unfortunate]
indica\xe7\xe3|[indica\xe7\xe3o]
berreton|[berreton]
suspir|[suspiro, suspiros, suspirar]
burguignon|[burguignone]
fiscal|[fiscal]
todavi|[todavia, todavias, todavi]
gourmand|[gourmand]
futuram|[futurama, futuramas]
conduct|[conducta]
milenari|[milenarios, milenaria]
indica\xe7\xf5|[indica\xe7\xf5es]
enyoguizart|[enyoguizarte]
lomejor|[lomejor]
juventud|[juventud]
gourmant|[gourmant]
gust|[gusto, gusta, gustan, gustos, guste, gustaron, gustado, gustaba, gustando, gustosas, gustar, gusten, gustaban, gustamos, gustosamente, gustara, gustarme, gustarle, gustarles, gustarnos]
encontrou|[encontrou]
loungy|[loungy]
asenti|[asenti]
indicacion|[indicacion]
conservant|[conservant]
deborah|[deborah]
internet|[internet]
ba\xf1an|[ba\xf1ana]
intoler|[intolerable, intolerante, intolerables]
brut|[bruta, brutos, brut, bruto]
predispuest|[predispuesta, predispuestas, predispuestos, predispuesto]
inferior|[inferior, inferiores]
brun|[bruno]
brul|[brule, brulees]
restorancit|[restorancito]
nitrogen|[nitrogenos, nitrogeno]
limonchell|[limonchello]
kartings|[kartings]
tranform|[tranformista, tranformo, tranformar, tranformando]
orquid|[orquideas]
esplic|[esplican, esplicar]
socarr|[socarre, socarrado]
conduci|[conducia]
ellug|[ellugar]
ramon|[ramona, ramon]
baily|[bailyes]
bruc|[bruce]
chorreant|[chorreante, chorreantemente]
pedri|[pedri]
bogeg|[bogega]
pedid|[pedidido]
desapercb|[desapercbidos]
repas|[repasar, repasador, repasado, repasada, repasados, repaso, repasa]
repar|[repare, reparo, reparable, reparos, repararon, reparando, reparar, reparado, reparadas]
cebich|[cebiche, cebiches]
libing|[libing]
pedim|[pedimo, pedime]
\xd1oquis|[\xd1oquis]
pedil|[pedilas, pedilo, pedile, pedila]
pedin|[pedinos]
